campos de atuação,práticas de linguagem,eixos,unidades temáticas,objetos de conhecimento,habilidades,códigos,subject codes,year codes
,,,"Natureza, ambientes e qualidade de vida","Identidades e interculturalidades regionais: Estados Unidos da América, América espanhola e portuguesa e África","Analisar características de países e grupos de países da América e da África no que se refere aos aspectos populacionais, urbanos, políticos e econômicos, e discutir as desigualdades sociais e econômicas e as pressões sobre a natureza e suas riquezas (sua apropriação e valoração na produção e circulação), o que resulta na espoliação desses povos.",EF08GE20,geog,g8
,,,"Natureza, ambientes e qualidade de vida","Identidades e interculturalidades regionais: Estados Unidos da América, América espanhola e portuguesa e África","Analisar o papel ambiental e territorial da Antártica no contexto geopolítico, sua relevância para os países da América do Sul e seu valor como área destinada à pesquisa e à compreensão do ambiente global.",EF08GE21,geog,g8
,,,"Natureza, ambientes e qualidade de vida",Diversidade ambiental e as transformações nas paisagens na América Latina,"Identificar os principais recursos naturais dos países da América Latina, analisando seu uso para a produção de matéria-prima e energia e sua relevância para a cooperação entre os países do Mercosul.",EF08GE22,geog,g8
,,,"Natureza, ambientes e qualidade de vida",Diversidade ambiental e as transformações nas paisagens na América Latina,"Identificar paisagens da América Latina e associá-las, por meio da cartografia, aos diferentes povos da região, com base em aspectos da geomorfologia, da biogeografia e da climatologia.",EF08GE23,geog,g8
,,,"Natureza, ambientes e qualidade de vida",Diversidade ambiental e as transformações nas paisagens na América Latina,"Analisar as principais características produtivas dos países latino-americanos (como exploração mineral na Venezuela; agricultura de alta especialização e exploração mineira no Chile; circuito da carne nos pampas argentinos e no Brasil; circuito da cana-de-açúcar em Cuba; polígono industrial do sudeste brasileiro e plantações de soja no centro-oeste; maquiladoras mexicanas, entre outros).",EF08GE24,geog,g8
,,,O sujeito e seu lugar no mundo,"A hegemonia europeia na economia, na política e na cultura","Analisar criticamente de que forma a hegemonia europeia foi exercida em várias regiões do planeta, notadamente em situações de conflito, intervenções militares e/ou influência cultural em diferentes tempos e lugares.",EF09GE01,geog,g9
,,,O sujeito e seu lugar no mundo,Corporações e organismos internacionais,"Analisar a atuação das corporações internacionais e das organizações econômicas mundiais na vida da população em relação ao consumo, à cultura e à mobilidade.",EF09GE02,geog,g9
,,,O sujeito e seu lugar no mundo,As manifestações culturais na formação populacional,"Identificar diferentes manifestações culturais de minorias étnicas como forma de compreender a multiplicidade cultural na escala mundial, defendendo o princípio do respeito às diferenças.",EF09GE03,geog,g9
,,,O sujeito e seu lugar no mundo,As manifestações culturais na formação populacional,"Relacionar diferenças de paisagens aos modos de viver de diferentes povos na Europa, Ásia e Oceania, valorizando identidades e interculturalidades regionais.",EF09GE04,geog,g9
,,,Conexões e escalas,Integração mundial e suas interpretações: globalização e mundialização,"Analisar fatos e situações para compreender a integração mundial (econômica, política e cultural), comparando as diferentes interpretações: globalização e mundialização.",EF09GE05,geog,g9
,,,Conexões e escalas,A divisão do mundo em Ocidente e Oriente,Associar o critério de divisão do mundo em Ocidente e Oriente com o Sistema Colonial implantado pelas potências europeias.,EF09GE06,geog,g9
,,,Conexões e escalas,"Intercâmbios históricos e culturais entre Europa, Ásia e Oceania",Analisar os componentes físico-naturais da Eurásia e os determinantes histórico-geográficos de sua divisão em Europa e Ásia.,EF09GE07,geog,g9
,,,Conexões e escalas,"Intercâmbios históricos e culturais entre Europa, Ásia e Oceania","Analisar transformações territoriais, considerando o movimento de fronteiras, tensões, conflitos e múltiplas regionalidades na Europa, na Ásia e na Oceania.",EF09GE08,geog,g9
,,,Conexões e escalas,"Intercâmbios históricos e culturais entre Europa, Ásia e Oceania","Analisar características de países e grupos de países europeus, asiáticos e da Oceania em seus aspectos populacionais, urbanos, políticos e econômicos, e discutir suas desigualdades sociais e econômicas e pressões sobre seus ambientes físico-naturais.",EF09GE09,geog,g9
,,,Mundo do trabalho,Transformações do espaço na sociedade urbano-industrial,"Analisar os impactos do processo de industrialização na produção e circulação de produtos e culturas na Europa, na Ásia e na Oceania.",EF09GE10,geog,g9
,,,Mundo do trabalho,Transformações do espaço na sociedade urbano-industrial,Relacionar as mudanças técnicas e científicas decorrentes do processo de industrialização com as transformações no trabalho em diferentes regiões do mundo e suas consequências no Brasil.,EF09GE11,geog,g9
,,,Mundo do trabalho,Cadeias industriais e inovação no uso dos recursos naturais e matérias-primas,"Relacionar o processo de urbanização às transformações da produção agropecuária, à expansão do desemprego estrutural e ao papel crescente do capital financeiro em diferentes países, com destaque para o Brasil.",EF09GE12,geog,g9
,,,Mundo do trabalho,Cadeias industriais e inovação no uso dos recursos naturais e matérias-primas,Analisar a importância da produção agropecuária na sociedade urbano-industrial ante o problema da desigualdade mundial de acesso aos recursos alimentares e à matéria-prima.,EF09GE13,geog,g9
,,,Formas de representação e pensamento espacial,"Leitura e elaboração de mapas temáticos, croquis e outras formas de representação para analisar informações geográficas","Elaborar e interpretar gráficos de barras e de setores, mapas temáticos e esquemáticos (croquis) e anamorfoses geográficas para analisar, sintetizar e apresentar dados e informações sobre diversidade, diferenças e desigualdades sociopolíticas e geopolíticas mundiais.",EF09GE14,geog,g9
,,,Formas de representação e pensamento espacial,"Leitura e elaboração de mapas temáticos, croquis e outras formas de representação para analisar informações geográficas","Comparar e classificar diferentes regiões do mundo com base em informações populacionais, econômicas e socioambientais representadas em mapas temáticos e com diferentes projeções cartográficas.",EF09GE15,geog,g9
,,,"Natureza, ambientes e qualidade de vida","Diversidade ambiental e as transformações nas paisagens na Europa, na Ásia e na Oceania","Identificar e comparar diferentes domínios morfoclimáticos da Europa, da Ásia e da Oceania.",EF09GE16,geog,g9
,,,"Natureza, ambientes e qualidade de vida","Diversidade ambiental e as transformações nas paisagens na Europa, na Ásia e na Oceania","Explicar as características físico-naturais e a forma de ocupação e usos da terra em diferentes regiões da Europa, da Ásia e da Oceania.",EF09GE17,geog,g9
,,,"Natureza, ambientes e qualidade de vida","Diversidade ambiental e as transformações nas paisagens na Europa, na Ásia e na Oceania","Identificar e analisar as cadeias industriais e de inovação e as consequências dos usos de recursos naturais e das diferentes fontes de energia (tais como termoelétrica, hidrelétrica, eólica e nuclear) em diferentes países.",EF09GE18,geog,g9
,,,"História: tempo, espaço e formas de registros","A questão do tempo, sincronias e diacronias: reflexões sobre o sentido das cronologias",Identificar diferentes formas de compreensão da noção de tempo e de periodização dos processos históricos (continuidades e rupturas).,EF06HI01,hist,g6
,,,"História: tempo, espaço e formas de registros",Formas de registro da história e da produção do conhecimento histórico,Identificar a gênese da produção do saber histórico e analisar o significado das fontes que originaram determinadas formas de registro em sociedades e épocas distintas.,EF06HI02,hist,g6
,,,"História: tempo, espaço e formas de registros","As origens da humanidade, seus deslocamentos e os processos de sedentarização",Identificar as hipóteses científicas sobre o surgimento da espécie humana e sua historicidade e analisar os significados dos mitos de fundação.,EF06HI03,hist,g6
,,,"História: tempo, espaço e formas de registros","As origens da humanidade, seus deslocamentos e os processos de sedentarização",Conhecer as teorias sobre a origem do homem americano.,EF06HI04,hist,g6
,,,"História: tempo, espaço e formas de registros","As origens da humanidade, seus deslocamentos e os processos de sedentarização","Descrever modificações da natureza e da paisagem realizadas por diferentes tipos de sociedade, com destaque para os povos indígenas originários e povos africanos, e discutir a natureza e a lógica das transformações ocorridas.",EF06HI05,hist,g6
,,,"História: tempo, espaço e formas de registros","As origens da humanidade, seus deslocamentos e os processos de sedentarização",Identificar geograficamente as rotas de povoamento no território americano.,EF06HI06,hist,g6
,,,A invenção do mundo clássico e o contraponto com outras sociedades,"Povos da Antiguidade na África (egípcios), no Oriente Médio (mesopotâmicos) e nas Américas (pré-colombianos)
Os povos indígenas originários do atual território brasileiro e seus hábitos culturais e sociais","Identificar aspectos e formas de registro das sociedades antigas na África, no Oriente Médio e nas Américas, distinguindo alguns significados presentes na cultura material e na tradição oral dessas sociedades.",EF06HI07,hist,g6
,,,A invenção do mundo clássico e o contraponto com outras sociedades,"Povos da Antiguidade na África (egípcios), no Oriente Médio (mesopotâmicos) e nas Américas (pré-colombianos)
Os povos indígenas originários do atual território brasileiro e seus hábitos culturais e sociais","Identificar os espaços territoriais ocupados e os aportes culturais, científicos, sociais e econômicos dos astecas, maias e incas e dos povos indígenas de diversas regiões brasileiras.",EF06HI08,hist,g6
,,,A invenção do mundo clássico e o contraponto com outras sociedades,O Ocidente Clássico: aspectos da cultura na Grécia e em Roma,"Discutir o conceito de Antiguidade Clássica, seu alcance e limite na tradição ocidental, assim como os impactos sobre outras sociedades e culturas.",EF06HI09,hist,g6
,,,Lógicas de organização política,"As noções de cidadania e política na Grécia e em Roma
• Domínios e expansão das culturas grega e romana
• Significados do conceito de “império” e as lógicas de conquista, conflito e negociação dessa forma de organização política
As diferentes formas de organização política na África: reinos, impérios, cidades-estados e sociedades linhageiras ou aldeias","Explicar a formação da Grécia Antiga, com ênfase na formação da pólis e nas transformações políticas, sociais e culturais.",EF06HI10,hist,g6
,,,Lógicas de organização política,"As noções de cidadania e política na Grécia e em Roma
• Domínios e expansão das culturas grega e romana
• Significados do conceito de “império” e as lógicas de conquista, conflito e negociação dessa forma de organização política
As diferentes formas de organização política na África: reinos, impérios, cidades-estados e sociedades linhageiras ou aldeias",Caracterizar o processo de formação da Roma Antiga e suas configurações sociais e políticas nos períodos monárquico e republicano.,EF06HI11,hist,g6
,,,Lógicas de organização política,"As noções de cidadania e política na Grécia e em Roma
• Domínios e expansão das culturas grega e romana
• Significados do conceito de “império” e as lógicas de conquista, conflito e negociação dessa forma de organização política
As diferentes formas de organização política na África: reinos, impérios, cidades-estados e sociedades linhageiras ou aldeias",Associar o conceito de cidadania a dinâmicas de inclusão e exclusão na Grécia e Roma antigas.,EF06HI12,hist,g6
,,,Lógicas de organização política,"As noções de cidadania e política na Grécia e em Roma
• Domínios e expansão das culturas grega e romana
• Significados do conceito de “império” e as lógicas de conquista, conflito e negociação dessa forma de organização política
As diferentes formas de organização política na África: reinos, impérios, cidades-estados e sociedades linhageiras ou aldeias","Conceituar “império” no mundo antigo, com vistas à análise das diferentes formas de equilíbrio e desequilíbrio entre as partes envolvidas.",EF06HI13,hist,g6
,,,Lógicas de organização política,"A passagem do mundo antigo para o mundo medieval
A fragmentação do poder político na Idade Média","Identificar e analisar diferentes formas de contato, adaptação ou exclusão entre populações em diferentes tempos e espaços.",EF06HI14,hist,g6
,,,Lógicas de organização política,"O Mediterrâneo como espaço de interação entre as sociedades da Europa, da África e do Oriente Médio","Descrever as dinâmicas de circulação de pessoas, produtos e culturas no Mediterrâneo e seu significado.",EF06HI15,hist,g6
,,,Trabalho e formas de organização social e cultural,"Senhores e servos no mundo antigo e no medieval
Escravidão e trabalho livre em diferentes temporalidades e espaços (Roma Antiga, Europa medieval e África)
Lógicas comerciais na Antiguidade romana e no mundo medieval","Caracterizar e comparar as dinâmicas de abastecimento e as formas de organização do trabalho e da vida social em diferentes sociedades e períodos, com destaque para as relações entre senhores e servos.",EF06HI16,hist,g6
,,,Trabalho e formas de organização social e cultural,"Senhores e servos no mundo antigo e no medieval
Escravidão e trabalho livre em diferentes temporalidades e espaços (Roma Antiga, Europa medieval e África)
Lógicas comerciais na Antiguidade romana e no mundo medieval","Diferenciar escravidão, servidão e trabalho livre no mundo antigo.",EF06HI17,hist,g6
,,,Trabalho e formas de organização social e cultural,"O papel da religião cristã, dos mosteiros e da cultura na Idade Média",Analisar o papel da religião cristã na cultura e nos modos de organização social no período medieval.,EF06HI18,hist,g6
,,,Trabalho e formas de organização social e cultural,"O papel da mulher na Grécia e em Roma, e no período medieval",Descrever e analisar os diferentes papéis sociais das mulheres no mundo antigo e nas sociedades medievais.,EF06HI19,hist,g6
,,,"O mundo moderno e a conexão entre sociedades africanas, americanas e europeias","A construção da ideia de modernidade e seus impactos na concepção de História
A ideia de “Novo Mundo” ante o Mundo Antigo: permanências e rupturas de saberes e práticas na emergência do mundo moderno","Explicar o significado de “modernidade” e suas lógicas de inclusão e exclusão, com base em uma concepção europeia.",EF07HI01,hist,g7
,,,"O mundo moderno e a conexão entre sociedades africanas, americanas e europeias","A construção da ideia de modernidade e seus impactos na concepção de História
A ideia de “Novo Mundo” ante o Mundo Antigo: permanências e rupturas de saberes e práticas na emergência do mundo moderno","Identificar conexões e interações entre as sociedades do Novo Mundo, da Europa, da África e da Ásia no contexto das navegações e indicar a complexidade e as interações que ocorrem nos Oceanos Atlântico, Índico e Pacífico.",EF07HI02,hist,g7
,,,"O mundo moderno e a conexão entre sociedades africanas, americanas e europeias",Saberes dos povos africanos e pré-colombianos expressos na cultura material e imaterial,"Identificar aspectos e processos específicos das sociedades africanas e americanas antes da chegada dos europeus, com destaque para as formas de organização social e o desenvolvimento de saberes e técnicas.",EF07HI03,hist,g7
,,,"Humanismos, Renascimentos e o Novo Mundo","Humanismos: uma nova visão de ser humano e de mundo
Renascimentos artísticos e culturais",Identificar as principais características dos Humanismos e dos Renascimentos e analisar seus significados.,EF07HI04,hist,g7
,,,"Humanismos, Renascimentos e o Novo Mundo",Reformas religiosas: a cristandade fragmentada,Identificar e relacionar as vinculações entre as reformas religiosas e os processos culturais e sociais do período moderno na Europa e na América.,EF07HI05,hist,g7
,,,"Humanismos, Renascimentos e o Novo Mundo",As descobertas científicas e a expansão marítima,Comparar as navegações no Atlântico e no Pacífico entre os séculos XIV e XVI.,EF07HI06,hist,g7
,,,A organização do poder e as dinâmicas do mundo colonial americano,A formação e o funcionamento das monarquias europeias: a lógica da centralização política e os conflitos na Europa,Descrever os processos de formação e consolidação das monarquias e suas principais características com vistas à compreensão das razões da centralização política.,EF07HI07,hist,g7
,,,A organização do poder e as dinâmicas do mundo colonial americano,"A conquista da América e as formas de organização política dos indígenas e europeus: conflitos, dominação e conciliação","Descrever as formas de organização das sociedades americanas no tempo da conquista com vistas à compreensão dos mecanismos de alianças, confrontos e resistências.",EF07HI08,hist,g7
,,,A organização do poder e as dinâmicas do mundo colonial americano,"A conquista da América e as formas de organização política dos indígenas e europeus: conflitos, dominação e conciliação",Analisar os diferentes impactos da conquista europeia da América para as populações ameríndias e identificar as formas de resistência.,EF07HI09,hist,g7
,,,A organização do poder e as dinâmicas do mundo colonial americano,"A estruturação dos vice-reinos nas Américas
Resistências indígenas, invasões e expansão na América portuguesa","Analisar, com base em documentos históricos, diferentes interpretações sobre as dinâmicas das sociedades americanas no período colonial.",EF07HI10,hist,g7
,,,A organização do poder e as dinâmicas do mundo colonial americano,"A estruturação dos vice-reinos nas Américas
Resistências indígenas, invasões e expansão na América portuguesa",Analisar a formação histórico-geográfica do território da América portuguesa por meio de mapas históricos.,EF07HI11,hist,g7
,,,A organização do poder e as dinâmicas do mundo colonial americano,"A estruturação dos vice-reinos nas Américas
Resistências indígenas, invasões e expansão na América portuguesa","Identificar a distribuição territorial da população brasileira em diferentes épocas, considerando a diversidade étnico-racial e étnico-cultural (indígena, africana, europeia e asiática).",EF07HI12,hist,g7
,,,Lógicas comerciais e mercantis da modernidade,As lógicas mercantis e o domínio europeu sobre os mares e o contraponto Oriental,Caracterizar a ação dos europeus e suas lógicas mercantis visando ao domínio no mundo atlântico.,EF07HI13,hist,g7
,,,Lógicas comerciais e mercantis da modernidade,As lógicas mercantis e o domínio europeu sobre os mares e o contraponto Oriental,Descrever as dinâmicas comerciais das sociedades americanas e africanas e analisar suas interações com outras sociedades do Ocidente e do Oriente.,EF07HI14,hist,g7
,,,Lógicas comerciais e mercantis da modernidade,"As lógicas internas das sociedades africanas
As formas de organização das sociedades ameríndias
A escravidão moderna e o tráfico de escravizados",Discutir o conceito de escravidão moderna e suas distinções em relação ao escravismo antigo e à servidão medieval.,EF07HI15,hist,g7
,,,Lógicas comerciais e mercantis da modernidade,"As lógicas internas das sociedades africanas
As formas de organização das sociedades ameríndias
A escravidão moderna e o tráfico de escravizados","Analisar os mecanismos e as dinâmicas de comércio de escravizados em suas diferentes fases, identificando os agentes responsáveis pelo tráfico e as regiões e zonas africanas de procedência dos escravizados.",EF07HI16,hist,g7
,,,Lógicas comerciais e mercantis da modernidade,A emergência do capitalismo,Discutir as razões da passagem do mercantilismo para o capitalismo.,EF07HI17,hist,g7
,,,O mundo contemporâneo: o Antigo Regime em crise,A questão do iluminismo e da ilustração,Identificar os principais aspectos conceituais do iluminismo e do liberalismo e discutir a relação entre eles e a organização do mundo contemporâneo.,EF08HI01,hist,g8
,,,O mundo contemporâneo: o Antigo Regime em crise,As revoluções inglesas e os princípios do liberalismo,Identificar as particularidades político-sociais da Inglaterra do século XVII e analisar os desdobramentos posteriores à Revolução Gloriosa.,EF08HI02,hist,g8
,,,O mundo contemporâneo: o Antigo Regime em crise,"Revolução Industrial e seus impactos na produção e circulação de povos, produtos e culturas","Analisar os impactos da Revolução Industrial na produção e circulação de povos, produtos e culturas.",EF08HI03,hist,g8
,,,O mundo contemporâneo: o Antigo Regime em crise,Revolução Francesa e seus desdobramentos,Identificar e relacionar os processos da Revolução Francesa e seus desdobramentos na Europa e no mundo.,EF08HI04,hist,g8
,,,O mundo contemporâneo: o Antigo Regime em crise,Rebeliões na América portuguesa: as conjurações mineira e baiana,"Explicar os movimentos e as rebeliões da América portuguesa, articulando as temáticas locais e suas interfaces com processos ocorridos na Europa e nas Américas.",EF08HI05,hist,g8
,,,Os processos de independência nas Américas,"Independência dos Estados Unidos da América 
Independências na América espanhola
• A revolução dos escravizados em São Domingo e seus múltiplos significados e desdobramentos: o caso do Haiti
Os caminhos até a independência do Brasil","Aplicar os conceitos de Estado, nação, território, governo e país para o entendimento de conflitos e tensões.",EF08HI06,hist,g8
,,,Os processos de independência nas Américas,"Independência dos Estados Unidos da América 
Independências na América espanhola
• A revolução dos escravizados em São Domingo e seus múltiplos significados e desdobramentos: o caso do Haiti
Os caminhos até a independência do Brasil","Identificar e contextualizar as especificidades dos diversos processos de independência nas Américas, seus aspectos populacionais e suas conformações territoriais.",EF08HI07,hist,g8
,,,Os processos de independência nas Américas,"Independência dos Estados Unidos da América 
Independências na América espanhola
• A revolução dos escravizados em São Domingo e seus múltiplos significados e desdobramentos: o caso do Haiti
Os caminhos até a independência do Brasil",Conhecer o ideário dos líderes dos movimentos independentistas e seu papel nas revoluções que levaram à independência das colônias hispano-americanas.,EF08HI08,hist,g8
,,,Os processos de independência nas Américas,"Independência dos Estados Unidos da América 
Independências na América espanhola
• A revolução dos escravizados em São Domingo e seus múltiplos significados e desdobramentos: o caso do Haiti
Os caminhos até a independência do Brasil",Conhecer as características e os principais pensadores do Pan-americanismo.,EF08HI09,hist,g8
,,,Os processos de independência nas Américas,"Independência dos Estados Unidos da América 
Independências na América espanhola
• A revolução dos escravizados em São Domingo e seus múltiplos significados e desdobramentos: o caso do Haiti
Os caminhos até a independência do Brasil",Identificar a Revolução de São Domingo como evento singular e desdobramento da Revolução Francesa e avaliar suas implicações.,EF08HI10,hist,g8
,,,Os processos de independência nas Américas,"Independência dos Estados Unidos da América 
Independências na América espanhola
• A revolução dos escravizados em São Domingo e seus múltiplos significados e desdobramentos: o caso do Haiti
Os caminhos até a independência do Brasil","Identificar e explicar os protagonismos e a atuação de diferentes grupos sociais e étnicos nas lutas de independência no Brasil, na América espanhola e no Haiti.",EF08HI11,hist,g8
,,,Os processos de independência nas Américas,"Independência dos Estados Unidos da América 
Independências na América espanhola
• A revolução dos escravizados em São Domingo e seus múltiplos significados e desdobramentos: o caso do Haiti
Os caminhos até a independência do Brasil","Caracterizar a organização política e social no Brasil desde a chegada da Corte portuguesa, em 1808, até 1822 e seus desdobramentos para a história política brasileira.",EF08HI12,hist,g8
,,,Os processos de independência nas Américas,"Independência dos Estados Unidos da América 
Independências na América espanhola
• A revolução dos escravizados em São Domingo e seus múltiplos significados e desdobramentos: o caso do Haiti
Os caminhos até a independência do Brasil",Analisar o processo de independência em diferentes países latino-americanos e comparar as formas de governo neles adotadas.,EF08HI13,hist,g8
,,,Os processos de independência nas Américas,"A tutela da população indígena, a escravidão dos negros e a tutela dos egressos da escravidão","Discutir a noção da tutela dos grupos indígenas e a participação dos negros na sociedade brasileira do final do período colonial, identificando permanências na forma de preconceitos, estereótipos e violências sobre as populações indígenas e negras no Brasil e nas Américas.",EF08HI14,hist,g8
,,,O Brasil no século XIX,"Brasil: Primeiro Reinado
O Período Regencial e as contestações ao poder central
O Brasil do Segundo Reinado: política e economia
• A Lei de Terras e seus desdobramentos na política do Segundo Reinado
• Territórios e fronteiras: a Guerra do Paraguai",Identificar e analisar o equilíbrio das forças e os sujeitos envolvidos nas disputas políticas durante o Primeiro e o Segundo Reinado.,EF08HI15,hist,g8
,,,O Brasil no século XIX,"Brasil: Primeiro Reinado
O Período Regencial e as contestações ao poder central
O Brasil do Segundo Reinado: política e economia
• A Lei de Terras e seus desdobramentos na política do Segundo Reinado
• Territórios e fronteiras: a Guerra do Paraguai","Identificar, comparar e analisar a diversidade política, social e regional nas rebeliões e nos movimentos contestatórios ao poder centralizado.",EF08HI16,hist,g8
,,,O Brasil no século XIX,"Brasil: Primeiro Reinado
O Período Regencial e as contestações ao poder central
O Brasil do Segundo Reinado: política e economia
• A Lei de Terras e seus desdobramentos na política do Segundo Reinado
• Territórios e fronteiras: a Guerra do Paraguai","Relacionar as transformações territoriais, em razão de questões de fronteiras, com as tensões e conflitos durante o Império.",EF08HI17,hist,g8
,,,O Brasil no século XIX,"Brasil: Primeiro Reinado
O Período Regencial e as contestações ao poder central
O Brasil do Segundo Reinado: política e economia
• A Lei de Terras e seus desdobramentos na política do Segundo Reinado
• Territórios e fronteiras: a Guerra do Paraguai",Identificar as questões internas e externas sobre a atuação do Brasil na Guerra do Paraguai e discutir diferentes versões sobre o conflito.,EF08HI18,hist,g8
,,,O Brasil no século XIX,"O escravismo no Brasil do século XIX: plantations e revoltas de escravizados, abolicionismo e políticas migratórias no Brasil Imperial","Formular questionamentos sobre o legado da escravidão nas Américas, com base na seleção e consulta de fontes de diferentes naturezas.",EF08HI19,hist,g8
,,,O Brasil no século XIX,"O escravismo no Brasil do século XIX: plantations e revoltas de escravizados, abolicionismo e políticas migratórias no Brasil Imperial",Identificar e relacionar aspectos das estruturas sociais da atualidade com os legados da escravidão no Brasil e discutir a importância de ações afirmativas.,EF08HI20,hist,g8
,,,O Brasil no século XIX,Políticas de extermínio do indígena durante o Império,Identificar e analisar as políticas oficiais com relação ao indígena durante o Império.,EF08HI21,hist,g8
,,,O Brasil no século XIX,"A produção do imaginário nacional brasileiro: cultura popular, representações visuais, letras e o Romantismo no Brasil","Discutir o papel das culturas letradas, não letradas e das artes na produção das identidades no Brasil do século XIX.",EF08HI22,hist,g8
,,,Configurações do mundo no século XIX,"Nacionalismo, revoluções e as novas nações europeias",Estabelecer relações causais entre as ideologias raciais e o determinismo no contexto do imperialismo europeu e seus impactos na África e na Ásia.,EF08HI23,hist,g8
,,,Configurações do mundo no século XIX,Uma nova ordem econômica: as demandas do capitalismo industrial e o lugar das economias africanas e asiáticas nas dinâmicas globais,"Reconhecer os principais produtos, utilizados pelos europeus, procedentes do continente africano durante o imperialismo e analisar os impactos sobre as comunidades locais na forma de organização e exploração econômica.",EF08HI24,hist,g8
,,,Configurações do mundo no século XIX,Os Estados Unidos da América e a América Latina no século XIX,Caracterizar e contextualizar aspectos das relações entre os Estados Unidos da América e a América Latina no século XIX.,EF08HI25,hist,g8
,,,Configurações do mundo no século XIX,O imperialismo europeu e a partilha da África e da Ásia,Identificar e contextualizar o protagonismo das populações locais na resistência ao imperialismo na África e Ásia.,EF08HI26,hist,g8
,,,Configurações do mundo no século XIX,"Pensamento e cultura no século XIX: darwinismo e racismo
O discurso civilizatório nas Américas, o silenciamento dos saberes indígenas e as formas de integração e destruição de comunidades e povos indígenas
A resistência dos povos e comunidades indígenas diante da ofensiva civilizatória","Identificar as tensões e os significados dos discursos civilizatórios, avaliando seus impactos negativos para os povos indígenas originários e as populações negras nas Américas.",EF08HI27,hist,g8
,,,O nascimento da República no Brasil e os processos históricos até a metade do século XX,"Experiências republicanas e práticas autoritárias: as tensões e disputas do mundo contemporâneo
A proclamação da República e seus primeiros desdobramentos","Descrever e contextualizar os principais aspectos sociais, culturais, econômicos e políticos da emergência da República no Brasil.",EF09HI01,hist,g9
,,,O nascimento da República no Brasil e os processos históricos até a metade do século XX,"Experiências republicanas e práticas autoritárias: as tensões e disputas do mundo contemporâneo
A proclamação da República e seus primeiros desdobramentos","Caracterizar e compreender os ciclos da história republicana, identificando particularidades da história local e regional até 1954.",EF09HI02,hist,g9
,,,O nascimento da República no Brasil e os processos históricos até a metade do século XX,"A questão da inserção dos negros no período republicano do pós-abolição
Os movimentos sociais e a imprensa negra; a cultura afro-brasileira como elemento de resistência e superação das discriminações",Identificar os mecanismos de inserção dos negros na sociedade brasileira pós-abolição e avaliar os seus resultados.,EF09HI03,hist,g9
,,,O nascimento da República no Brasil e os processos históricos até a metade do século XX,"A questão da inserção dos negros no período republicano do pós-abolição
Os movimentos sociais e a imprensa negra; a cultura afro-brasileira como elemento de resistência e superação das discriminações","Discutir a importância da participação da população negra na formação econômica, política e social do Brasil.",EF09HI04,hist,g9
,,,O nascimento da República no Brasil e os processos históricos até a metade do século XX,"Primeira República e suas características
Contestações e dinâmicas da vida cultural no Brasil entre 1900 e 1930",Identificar os processos de urbanização e modernização da sociedade brasileira e avaliar suas contradições e impactos na região em que vive.,EF09HI05,hist,g9
,,,O nascimento da República no Brasil e os processos históricos até a metade do século XX,"O período varguista e suas contradições
A emergência da vida urbana e a segregação espacial
O trabalhismo e seu protagonismo político","Identificar e discutir o papel do trabalhismo como força política, social e cultural no Brasil, em diferentes escalas (nacional, regional, cidade, comunidade).",EF09HI06,hist,g9
,,,O nascimento da República no Brasil e os processos históricos até a metade do século XX,A questão indígena durante a República (até 1964),"Identificar e explicar, em meio a lógicas de inclusão e exclusão, as pautas dos povos indígenas, no contexto republicano (até 1964), e das populações afrodescendentes.",EF09HI07,hist,g9
,,,O nascimento da República no Brasil e os processos históricos até a metade do século XX,Anarquismo e protagonismo feminino,Identificar as transformações ocorridas no debate sobre as questões da diversidade no Brasil durante o século XX e compreender o significado das mudanças de abordagem em relação ao tema.,EF09HI08,hist,g9
,,,O nascimento da República no Brasil e os processos históricos até a metade do século XX,Anarquismo e protagonismo feminino,"Relacionar as conquistas de direitos políticos, sociais e civis à atuação de movimentos sociais.",EF09HI09,hist,g9
,,,Totalitarismos e conflitos mundiais,"O mundo em conflito: a Primeira Guerra Mundial A questão da Palestina
A Revolução Russa
A crise capitalista de 1929","Identificar e relacionar as dinâmicas do capitalismo e suas crises, os grandes conflitos mundiais e os conflitos vivenciados na Europa.",EF09HI10,hist,g9
,,,Totalitarismos e conflitos mundiais,"O mundo em conflito: a Primeira Guerra Mundial A questão da Palestina
A Revolução Russa
A crise capitalista de 1929",Identificar as especificidades e os desdobramentos mundiais da Revolução Russa e seu significado histórico.,EF09HI11,hist,g9
,,,Totalitarismos e conflitos mundiais,"O mundo em conflito: a Primeira Guerra Mundial A questão da Palestina
A Revolução Russa
A crise capitalista de 1929",Analisar a crise capitalista de 1929 e seus desdobramentos em relação à economia global.,EF09HI12,hist,g9
,,,Totalitarismos e conflitos mundiais,"A emergência do fascismo e do nazismo 
A Segunda Guerra Mundial
Judeus e outras vítimas do holocausto","Descrever e contextualizar os processos da emergência do fascismo e do nazismo, a consolidação dos estados totalitários e as práticas de extermínio (como o holocausto).",EF09HI13,hist,g9
,,,Totalitarismos e conflitos mundiais,"O colonialismo na África
As guerras mundiais, a crise do colonialismo e o advento dos nacionalismos africanos e asiáticos",Caracterizar e discutir as dinâmicas do colonialismo no continente africano e asiático e as lógicas de resistência das populações locais diante das questões internacionais.,EF09HI14,hist,g9
